State,State_ID,District_ID,District_Name,County,County_FIPS
OH,39,04936,Miller City-New Cleveland Local School District,Putnam County,137
OH,39,04551,Milton-Union Exempted Village School District,Miami County,109
OH,39,04989,Minerva Local School District,Carroll County,019
OH,39,04989,Minerva Local School District,Columbiana County,029
OH,39,04989,Minerva Local School District,Stark County,151
OH,39,04962,Minford Local School District,Scioto County,145
OH,39,04594,Minster Local School District,Auglaize County,011
OH,39,04594,Minster Local School District,Darke County,037
OH,39,04594,Minster Local School District,Mercer County,107
OH,39,04594,Minster Local School District,Shelby County,149
OH,39,04667,Mississinawa Valley Local School District,Darke County,037
OH,39,05003,Mogadore Local School District,Portage County,133
OH,39,05003,Mogadore Local School District,Summit County,153
OH,39,05074,Mohawk Local School District,Crawford County,033
OH,39,05074,Mohawk Local School District,Seneca County,147
OH,39,05074,Mohawk Local School District,Wyandot County,175
OH,39,00094,Monroe Local School District,Butler County,017
OH,39,00094,Monroe Local School District,Warren County,165
OH,39,04771,Monroeville Local School District,Erie County,043
OH,39,04771,Monroeville Local School District,Huron County,077
OH,39,04552,Montpelier Exempted Village School District,Williams County,171
OH,39,04877,Morgan Local School District,Morgan County,115
OH,39,04877,Morgan Local School District,Muskingum County,119
OH,39,04877,Morgan Local School District,Washington County,167
OH,39,04553,Mount Gilead Exempted Village School District,Marion County,101
OH,39,04553,Mount Gilead Exempted Village School District,Morrow County,117
OH,39,04441,Mount Healthy City School District,Hamilton County,061
OH,39,10012,Mount Vernon City School District,Knox County,083
OH,39,04443,Napoleon Area City School District,Henry County,069
OH,39,04927,National Trail Local School District,Darke County,037
OH,39,04927,National Trail Local School District,Preble County,135
OH,39,04444,Nelsonville-York City School District,Athens County,009
OH,39,04444,Nelsonville-York City School District,Hocking County,073
OH,39,04699,New Albany-Plain Local School District,Franklin County,049
OH,39,04699,New Albany-Plain Local School District,Licking County,089
OH,39,04446,New Boston Local School District,Scioto County,145
OH,39,04595,New Bremen Local School District,Auglaize County,011
OH,39,04595,New Bremen Local School District,Mercer County,107
OH,39,04595,New Bremen Local School District,Shelby County,149
OH,39,04596,New Knoxville Local School District,Auglaize County,011
OH,39,04871,New Lebanon Local School District,Montgomery County,113
OH,39,04447,New Lexington City School District,Perry County,127
OH,39,04772,New London Local School District,Ashland County,005
OH,39,04772,New London Local School District,Huron County,077
OH,39,04772,New London Local School District,Lorain County,093
OH,39,04613,New Miami Local School District,Butler County,017
OH,39,04448,New Philadelphia City School District,Tuscarawas County,157
OH,39,04555,New Richmond Exempted Village School District,Clermont County,025
OH,39,04971,New Riegel Local School District,Seneca County,147
OH,39,04445,Newark City School District,Licking County,089
OH,39,04554,Newcomerstown Exempted Village School District,Coshocton County,031
OH,39,04554,Newcomerstown Exempted Village School District,Guernsey County,059
OH,39,04554,Newcomerstown Exempted Village School District,Tuscarawas County,157
OH,39,04556,Newton Falls Exempted Village School District,Trumbull County,155
OH,39,04863,Newton Local School District,Darke County,037
OH,39,04863,Newton Local School District,Miami County,109
OH,39,04449,Niles City School District,Trumbull County,155
OH,39,04890,Noble Local School District,Guernsey County,059
OH,39,04890,Noble Local School District,Monroe County,111
OH,39,04890,Noble Local School District,Noble County,121
OH,39,05004,Nordonia Hills City School District,Summit County,153
OH,39,05070,North Baltimore Local School District,Hancock County,063
OH,39,05070,North Baltimore Local School District,Wood County,173
OH,39,04896,North Bass Local School District,Ottawa County,123
OH,39,04450,North Canton City School District,Stark County,151
OH,39,05064,North Central Local School District,Williams County,171
OH,39,04451,North College Hill City School District,Hamilton County,061
OH,39,04802,North Fork Local School District,Knox County,083
OH,39,04802,North Fork Local School District,Licking County,089
OH,39,04452,North Olmsted City School District,Cuyahoga County,035
OH,39,04453,North Ridgeville City School District,Lorain County,093
OH,39,04454,North Royalton City School District,Cuyahoga County,035
OH,39,05033,North Union Local School District,Delaware County,041
OH,39,05033,North Union Local School District,Union County,159
OH,39,04625,Northeastern Local School District,Champaign County,021
OH,39,04625,Northeastern Local School District,Clark County,023
OH,39,04672,Northeastern Local School District,Defiance County,039
OH,39,04905,Northern Local School District,Fairfield County,045
OH,39,04905,Northern Local School District,Licking County,089
OH,39,04905,Northern Local School District,Perry County,127
OH,39,04872,Northmont City School District,Darke County,037
OH,39,04872,Northmont City School District,Miami County,109
OH,39,04872,Northmont City School District,Montgomery County,113
OH,39,04881,Northmor Local School District,Marion County,101
OH,39,04881,Northmor Local School District,Morrow County,117
OH,39,04881,Northmor Local School District,Richland County,139
OH,39,04803,Northridge Local School District,Delaware County,041
OH,39,04803,Northridge Local School District,Knox County,083
OH,39,04803,Northridge Local School District,Licking County,089
OH,39,04873,Northridge Local School District,Montgomery County,113
OH,39,04736,Northwest Local School District,Butler County,017
OH,39,04736,Northwest Local School District,Hamilton County,061
OH,39,04963,Northwest Local School District,Scioto County,145
OH,39,04990,Northwest Local School District,Stark County,151
OH,39,04990,Northwest Local School District,Summit County,153
OH,39,04990,Northwest Local School District,Wayne County,169
OH,39,10033,Northwestern Local School District,Ashland County,005
OH,39,04626,Northwestern Local School District,Champaign County,021
OH,39,04626,Northwestern Local School District,Clark County,023
OH,39,10033,Northwestern Local School District,Wayne County,169
OH,39,05071,Northwood Local School District,Wood County,173
OH,39,04455,Norton City School District,Summit County,153
OH,39,04456,Norwalk City School District,Huron County,077
OH,39,05056,Norwayne Local School District,Medina County,103
OH,39,05056,Norwayne Local School District,Wayne County,169
OH,39,04457,Norwood City School District,Hamilton County,061
OH,39,04776,Oak Hill Union Local School District,Jackson County,079
OH,39,04776,Oak Hill Union Local School District,Lawrence County,087
OH,39,04737,Oak Hills Local School District,Hamilton County,061
OH,39,04458,Oakwood City School District,Montgomery County,113
OH,39,04459,Oberlin City School District,Lorain County,093
OH,39,10021,Old Fort Local School District,Sandusky County,143
OH,39,10021,Old Fort Local School District,Seneca County,147
OH,39,04676,Olentangy Local School District,Delaware County,041
OH,39,04676,Olentangy Local School District,Franklin County,049
OH,39,04657,Olmsted Falls City School District,Cuyahoga County,035
OH,39,04657,Olmsted Falls City School District,Lorain County,093
OH,39,04947,Ontario Local School District,Richland County,139
OH,39,10016,Orange City School District,Cuyahoga County,035
OH,39,10016,Orange City School District,Geauga County,055
OH,39,04460,Oregon City School District,Lucas County,095
OH,39,04461,Orrville City School District,Wayne County,169
OH,39,04991,Osnaburg Local School District,Carroll County,019
OH,39,04991,Osnaburg Local School District,Stark County,151
OH,39,05072,Otsego Local School District,Henry County,069
OH,39,05072,Otsego Local School District,Lucas County,095
OH,39,05072,Otsego Local School District,Wood County,173
OH,39,04821,Ottawa Hills Local School District,Lucas County,095
OH,39,04937,Ottawa-Glandorf Local School District,Putnam County,137
OH,39,04938,Ottoville Local School District,Paulding County,125
OH,39,04938,Ottoville Local School District,Putnam County,137
OH,39,10015,Painesville City Local School District,Lake County,085
OH,39,04951,Paint Valley Local School District,Ross County,141
OH,39,04939,Pandora-Gilboa Local School District,Allen County,003
OH,39,04939,Pandora-Gilboa Local School District,Putnam County,137
OH,39,04857,Parkway Local School District,Mercer County,107
OH,39,04857,Parkway Local School District,Van Wert County,161
OH,39,04463,Parma City School District,Cuyahoga County,035
OH,39,04759,Patrick Henry Local School District,Henry County,069
OH,39,04759,Patrick Henry Local School District,Putnam County,137
OH,39,04759,Patrick Henry Local School District,Wood County,173
OH,39,04557,Paulding Exempted Village School District,Paulding County,125
OH,39,04557,Paulding Exempted Village School District,Putnam County,137
OH,39,04681,Perkins Local School District,Erie County,043
OH,39,04578,Perry Local School District,Allen County,003
OH,39,04790,Perry Local School District,Lake County,085
OH,39,04992,Perry Local School District,Stark County,151
OH,39,04558,Perrysburg Exempted Village School District,Wood County,173
OH,39,04707,Pettisville Local School District,Fulton County,051
OH,39,04707,Pettisville Local School District,Henry County,069
OH,39,04689,Pickerington Local School District,Fairfield County,045
OH,39,04689,Pickerington Local School District,Franklin County,049
OH,39,04708,Pike-Delta-York Local School District,Fulton County,051
OH,39,04464,Piqua City School District,Miami County,109
OH,39,04993,Plain Local School District,Stark County,151
OH,39,04842,Pleasant Local School District,Marion County,101
OH,39,04946,Plymouth-Shiloh Local School District,Crawford County,033
OH,39,04946,Plymouth-Shiloh Local School District,Huron County,077
OH,39,04946,Plymouth-Shiloh Local School District,Richland County,139
OH,39,04834,Poland Local School District,Mahoning County,099
OH,39,04465,Port Clinton City School District,Ottawa County,123
OH,39,10027,Portsmouth City School District,Scioto County,145
OH,39,04928,Preble Shawnee Local School District,Butler County,017
OH,39,04928,Preble Shawnee Local School District,Montgomery County,113
OH,39,04928,Preble Shawnee Local School District,Preble County,135
OH,39,04467,Princeton City School District,Butler County,017
OH,39,04467,Princeton City School District,Hamilton County,061
OH,39,04467,Princeton City School District,Warren County,165
OH,39,04897,Put-in-Bay Local School District,Ottawa County,123
OH,39,04588,Pymatuning Valley Local School District,Ashtabula County,007
OH,39,04468,Ravenna City School District,Portage County,133
OH,39,04469,Reading Community City School District,Hamilton County,061
OH,39,05005,Revere Local School District,Summit County,153
OH,39,04700,Reynoldsburg City School District,Fairfield County,045
OH,39,04700,Reynoldsburg City School District,Franklin County,049
OH,39,04700,Reynoldsburg City School District,Licking County,089
OH,39,04659,Richmond Heights Local School District,Cuyahoga County,035
OH,39,04843,Ridgedale Local School District,Crawford County,033
OH,39,04843,Ridgedale Local School District,Marion County,101
OH,39,04843,Ridgedale Local School District,Wyandot County,175
OH,39,04750,Ridgemont Local School District,Hardin County,065
OH,39,04750,Ridgemont Local School District,Logan County,091
OH,39,04647,Ridgewood Local School District,Coshocton County,031
OH,39,04647,Ridgewood Local School District,Guernsey County,059
OH,39,04647,Ridgewood Local School District,Tuscarawas County,157
OH,39,04607,Ripley-Union-Lewis-Huntington Local School Distric,Brown County,015
OH,39,10028,Rittman Exempted Village School District,Medina County,103
OH,39,10028,Rittman Exempted Village School District,Wayne County,169
OH,39,04844,River Valley Local School District,Marion County,101
OH,39,04844,River Valley Local School District,Morrow County,117
OH,39,04648,River View Local School District,Coshocton County,031
OH,39,04648,River View Local School District,Licking County,089
OH,39,04648,River View Local School District,Muskingum County,119
OH,39,04751,Riverdale Local School District,Hancock County,063
OH,39,04751,Riverdale Local School District,Hardin County,065
OH,39,04751,Riverdale Local School District,Wyandot County,175
OH,39,10014,Riverside Local School District,Geauga County,055
OH,39,10014,Riverside Local School District,Lake County,085
OH,39,04809,Riverside Local School District,Logan County,091
OH,39,04794,Rock Hill Local School District,Lawrence County,087
OH,39,04470,Rocky River City School District,Cuyahoga County,035
OH,39,04730,Rolling Hills Local School District,Guernsey County,059
OH,39,04730,Rolling Hills Local School District,Muskingum County,119
OH,39,04730,Rolling Hills Local School District,Noble County,121
OH,39,04921,Rootstown Local School District,Portage County,133
OH,39,04614,Ross Local School District,Butler County,017
OH,39,04560,Rossford Exempted Village School District,Wood County,173
OH,39,04981,Russia Local School District,Darke County,037
OH,39,04981,Russia Local School District,Shelby County,149
OH,39,10006,Salem City School District,Columbiana County,029
OH,39,04474,Sandusky City School District,Erie County,043
OH,39,04994,Sandy Valley Local School District,Carroll County,019
OH,39,04994,Sandy Valley Local School District,Stark County,151
OH,39,04994,Sandy Valley Local School District,Tuscarawas County,157
OH,39,04913,Scioto Valley Local School District,Pike County,131
OH,39,04913,Scioto Valley Local School District,Scioto County,145
OH,39,04835,Sebring Local School District,Mahoning County,099
OH,39,04968,Seneca East Local School District,Huron County,077
OH,39,04968,Seneca East Local School District,Seneca County,147
OH,39,04600,Shadyside Local School District,Belmont County,013
OH,39,04475,Shaker Heights City School District,Cuyahoga County,035
OH,39,04579,Shawnee Local School District,Allen County,003
OH,39,04579,Shawnee Local School District,Auglaize County,011
OH,39,04476,Sheffield-Sheffield Lake City School District,Lorain County,093
OH,39,10009,Shelby City School District,Richland County,139
OH,39,10003,Sidney City School District,Shelby County,149
OH,39,04660,Solon City School District,Cuyahoga County,035
OH,39,04773,South Central Local School District,Huron County,077
OH,39,04773,South Central Local School District,Richland County,139
OH,39,04479,South Euclid-Lyndhurst City School District,Cuyahoga County,035
OH,39,04795,South Point Local School District,Lawrence County,087
OH,39,04836,South Range Local School District,Mahoning County,099
OH,39,04480,South-Western City School District,Franklin County,049
OH,39,04480,South-Western City School District,Pickaway County,129
OH,39,05058,Southeast Local School District,Holmes County,075
OH,39,04922,Southeast Local School District,Portage County,133
OH,39,05058,Southeast Local School District,Stark County,151
OH,39,05058,Southeast Local School District,Wayne County,169
OH,39,04627,Southeastern Local School District,Clark County,023
OH,39,04627,Southeastern Local School District,Greene County,057
OH,39,04952,Southeastern Local School District,Ross County,141
OH,39,04644,Southern Local School District,Columbiana County,029
OH,39,04906,Southern Local School District,Hocking County,073
OH,39,04644,Southern Local School District,Jefferson County,081
OH,39,04853,Southern Local School District,Meigs County,105
OH,39,04906,Southern Local School District,Perry County,127
OH,39,05023,Southington Local School District,Trumbull County,155
OH,39,04804,Southwest Licking Local School District,Fairfield County,045
OH,39,04804,Southwest Licking Local School District,Licking County,089
OH,39,04738,Southwest Local School District,Butler County,017
OH,39,04738,Southwest Local School District,Hamilton County,061
OH,39,04580,Spencerville Local School District,Allen County,003
OH,39,04580,Spencerville Local School District,Auglaize County,011
OH,39,04580,Spencerville Local School District,Van Wert County,161
OH,39,05042,Springboro Community City School District,Montgomery County,113
OH,39,05042,Springboro Community City School District,Warren County,165
OH,39,04481,Springfield City School District,Clark County,023
OH,39,04822,Springfield Local School District,Lucas County,095
OH,39,04837,Springfield Local School District,Mahoning County,099
OH,39,05006,Springfield Local School District,Portage County,133
OH,39,05006,Springfield Local School District,Summit County,153
OH,39,04471,St. Bernard-Elmwood Place City School District,Hamilton County,061
OH,39,04599,St. Clairsville-Richland City School District,Belmont County,013
OH,39,04858,St. Henry Consolidated Local School District,Darke County,037
OH,39,04858,St. Henry Consolidated Local School District,Mercer County,107
OH,39,04472,St. Marys City School District,Auglaize County,011
OH,39,04482,Steubenville City School District,Jefferson County,081
OH,39,04483,Stow-Munroe Falls City School District,Portage County,133
OH,39,04483,Stow-Munroe Falls City School District,Summit County,153
OH,39,05029,Strasburg-Franklin Local School District,Tuscarawas County,157
OH,39,04923,Streetsboro City School District,Portage County,133
OH,39,04484,Strongsville City School District,Cuyahoga County,035
OH,39,04484,Strongsville City School District,Lorain County,093
OH,39,04485,Struthers City School District,Mahoning County,099
OH,39,05065,Stryker Local School District,Williams County,171
OH,39,04709,Swanton Local School District,Fulton County,051
OH,39,04709,Swanton Local School District,Lucas County,095
OH,39,04865,Switzerland of Ohio Local School District,Belmont County,013
OH,39,04865,Switzerland of Ohio Local School District,Monroe County,111
OH,39,04865,Switzerland of Ohio Local School District,Noble County,121
OH,39,04486,Sycamore Community City School District,Hamilton County,061
OH,39,04487,Sylvania City School District,Lucas County,095
OH,39,04796,Symmes Valley Local School District,Gallia County,053
OH,39,04796,Symmes Valley Local School District,Lawrence County,087
OH,39,04615,Talawanda City School District,Butler County,017
OH,39,04615,Talawanda City School District,Preble County,135
OH,39,04488,Tallmadge City School District,Portage County,133
OH,39,04488,Tallmadge City School District,Summit County,153
OH,39,04909,Teays Valley Local School District,Fairfield County,045
OH,39,04909,Teays Valley Local School District,Franklin County,049
OH,39,04909,Teays Valley Local School District,Pickaway County,129
OH,39,04624,Tecumseh Local School District,Clark County,023
OH,39,04624,Tecumseh Local School District,Miami County,109
OH,39,04739,Three Rivers Local School District,Hamilton County,061
OH,39,04489,Tiffin City School District,Seneca County,147
OH,39,04561,Tipp City Exempted Village School District,Miami County,109
OH,39,04490,Toledo City School District,Lucas County,095
OH,39,04491,Toronto City School District,Jefferson County,081
OH,39,04926,Tri-County North Local School District,Darke County,037
OH,39,04926,Tri-County North Local School District,Montgomery County,113
OH,39,04926,Tri-County North Local School District,Preble County,135
OH,39,04887,Tri-Valley Local School District,Coshocton County,031
OH,39,04887,Tri-Valley Local School District,Muskingum County,119
OH,39,04668,Tri-Village Local School District,Darke County,037
OH,39,04620,Triad Local School District,Champaign County,021
OH,39,04620,Triad Local School District,Logan County,091
OH,39,04620,Triad Local School District,Union County,159
OH,39,04592,Trimble Local School District,Athens County,009
OH,39,04592,Trimble Local School District,Morgan County,115
OH,39,05059,Triway Local School District,Holmes County,075
OH,39,05059,Triway Local School District,Wayne County,169
OH,39,04869,Trotwood-Madison City School District,Montgomery County,113
OH,39,04492,Troy City School District,Miami County,109
OH,39,05030,Tuscarawas Valley Local School District,Stark County,151
OH,39,05030,Tuscarawas Valley Local School District,Tuscarawas County,157
OH,39,04995,Tuslaw Local School District,Stark County,151
OH,39,04995,Tuslaw Local School District,Wayne County,169
OH,39,04900,Twin Valley Community Local School District,Preble County,135
OH,39,05007,Twinsburg City School District,Summit County,153
OH,39,04601,Union Local School District,Belmont County,013
OH,39,04953,Union-Scioto Local School District,Ross County,141
OH,39,04645,United Local School District,Columbiana County,029
OH,39,04493,Upper Arlington City School District,Franklin County,049
OH,39,10024,Upper Sandusky Exempted Village School District,Crawford County,033
OH,39,10024,Upper Sandusky Exempted Village School District,Marion County,101
OH,39,10024,Upper Sandusky Exempted Village School District,Wyandot County,175
OH,39,04752,Upper Scioto Valley Local School District,Auglaize County,011
OH,39,04752,Upper Scioto Valley Local School District,Hardin County,065
OH,39,04752,Upper Scioto Valley Local School District,Logan County,091
OH,39,04494,Urbana City School District,Champaign County,021
OH,39,04964,Valley Local School District,Scioto County,145
OH,39,04874,Valley View Local School District,Montgomery County,113
OH,39,04874,Valley View Local School District,Preble County,135
OH,39,10001,Van Buren Local School District,Hancock County,063
OH,39,10023,Van Wert City School District,Van Wert County,161
OH,39,04495,Vandalia-Butler City School District,Montgomery County,113
OH,39,04747,Vanlue Local School District,Hancock County,063
OH,39,04747,Vanlue Local School District,Seneca County,147
OH,39,04747,Vanlue Local School District,Wyandot County,175
OH,39,04682,Vermilion Local School District,Erie County,043
OH,39,04682,Vermilion Local School District,Lorain County,093
OH,39,04563,Versailles Exempted Village School District,Darke County,037
OH,39,04563,Versailles Exempted Village School District,Shelby County,149
OH,39,05039,Vinton County Local School District,Gallia County,053
OH,39,05039,Vinton County Local School District,Hocking County,073
OH,39,05039,Vinton County Local School District,Jackson County,079
OH,39,05039,Vinton County Local School District,Vinton County,163
OH,39,10029,Wadsworth City School District,Medina County,103
OH,39,04690,Walnut Township Local School District,Fairfield County,045
OH,39,04498,Wapakoneta City School District,Auglaize County,011
OH,39,04499,Warren City School District,Trumbull County,155
OH,39,10018,Warren Local School District,Athens County,009
OH,39,10018,Warren Local School District,Washington County,167
OH,39,04500,Warrensville Heights City School District,Cuyahoga County,035
OH,39,10011,Washington Court House City School District,Fayette County,047
OH,39,04823,Washington Local School District,Lucas County,095
OH,39,04965,Washington-Nile Local School District,Scioto County,145
OH,39,04924,Waterloo Local School District,Portage County,133
OH,39,04564,Wauseon Exempted Village School District,Fulton County,051
OH,39,04914,Waverly City School District,Pike County,131
OH,39,04914,Waverly City School District,Ross County,141
OH,39,05046,Wayne Local School District,Greene County,057
OH,39,05046,Wayne Local School District,Warren County,165
OH,39,04903,Wayne Trace Local School District,Paulding County,125
OH,39,04903,Wayne Trace Local School District,Putnam County,137
OH,39,04903,Wayne Trace Local School District,Van Wert County,161
OH,39,04597,Waynesfield-Goshen Local School District,Allen County,003
OH,39,04597,Waynesfield-Goshen Local School District,Auglaize County,011
OH,39,04597,Waynesfield-Goshen Local School District,Logan County,091
OH,39,05025,Weathersfield Local School District,Mahoning County,099
OH,39,05025,Weathersfield Local School District,Trumbull County,155
OH,39,04565,Wellington Exempted Village School District,Huron County,077
OH,39,04565,Wellington Exempted Village School District,Lorain County,093
OH,39,04502,Wellston City School District,Jackson County,079
OH,39,04503,Wellsville Local School District,Columbiana County,029
OH,39,04838,West Branch Local School District,Columbiana County,029
OH,39,04838,West Branch Local School District,Mahoning County,099
OH,39,04838,West Branch Local School District,Portage County,133
OH,39,04505,West Carrollton City School District,Montgomery County,113
OH,39,04635,West Clermont Local School District,Clermont County,025
OH,39,04722,West Geauga Local School District,Geauga County,055
OH,39,04769,West Holmes Local School District,Ashland County,005
OH,39,04769,West Holmes Local School District,Coshocton County,031
OH,39,04769,West Holmes Local School District,Holmes County,075
OH,39,04769,West Holmes Local School District,Wayne County,169
OH,39,04621,West Liberty-Salem Local School District,Champaign County,021
OH,39,04621,West Liberty-Salem Local School District,Logan County,091
OH,39,04888,West Muskingum Local School District,Licking County,089
OH,39,04888,West Muskingum Local School District,Muskingum County,119
OH,39,04606,Western Brown Local School District,Brown County,015
OH,39,04606,Western Brown Local School District,Clermont County,025
OH,39,04915,Western Local School District,Pike County,131
OH,39,04774,Western Reserve Local School District,Erie County,043
OH,39,04774,Western Reserve Local School District,Huron County,077
OH,39,04839,Western Reserve Local School District,Mahoning County,099
OH,39,04504,Westerville City School District,Delaware County,041
OH,39,04504,Westerville City School District,Franklin County,049
OH,39,04910,Westfall Local School District,Madison County,097
OH,39,04910,Westfall Local School District,Pickaway County,129
OH,39,04506,Westlake City School District,Cuyahoga County,035
OH,39,04966,Wheelersburg Local School District,Scioto County,145
OH,39,04507,Whitehall City School District,Franklin County,049
OH,39,04508,Wickliffe City School District,Lake County,085
OH,39,04509,Willard City School District,Huron County,077
OH,39,04636,Williamsburg Local School District,Brown County,015
OH,39,04636,Williamsburg Local School District,Clermont County,025
OH,39,04510,Willoughby-Eastlake City School District,Lake County,085
OH,39,04511,Wilmington City School District,Clinton County,027
OH,39,04511,Wilmington City School District,Greene County,057
OH,39,04566,Windham Exempted Village School District,Portage County,133
OH,39,04408,Winton Woods City School District,Hamilton County,061
OH,39,05051,Wolf Creek Local School District,Washington County,167
OH,39,04957,Woodmore Local School District,Ottawa County,123
OH,39,04957,Woodmore Local School District,Sandusky County,143
OH,39,04997,Woodridge Local School District,Summit County,153
OH,39,10032,Wooster City School District,Wayne County,169
OH,39,04513,Worthington City School District,Franklin County,049
OH,39,04652,Wynford Local School District,Crawford County,033
OH,39,04652,Wynford Local School District,Wyandot County,175
OH,39,04514,Wyoming City School District,Hamilton County,061
OH,39,04515,Xenia Community City School District,Greene County,057
OH,39,04515,Xenia Community City School District,Warren County,165
OH,39,04567,Yellow Springs Exempted Village School District,Clark County,023
OH,39,04567,Yellow Springs Exempted Village School District,Greene County,057
OH,39,04516,Youngstown City School District,Mahoning County,099
OH,39,04516,Youngstown City School District,Trumbull County,155
OH,39,04954,Zane Trace Local School District,Ross County,141
OH,39,04517,Zanesville City School District,Muskingum County,119
